QueryID,DocID,Score
Q0,CACM-1519,22.33901226467402
Q0,CACM-1410,20.46357242906394
Q0,CACM-3048,19.976938262890435
Q0,CACM-1605,19.6791022607139
Q0,CACM-1506,19.529582827694547
Q0,CACM-1680,19.52426995664554
Q0,CACM-1591,19.41917547486715
Q0,CACM-2319,19.20142393354043
Q0,CACM-3025,19.048198679524404
Q0,CACM-1168,18.732898096087013
Q0,CACM-1161,18.482956638750075
Q0,CACM-2380,18.124813970811346
Q0,CACM-1523,17.96642930818405
Q0,CACM-2371,17.904862120931377
Q0,CACM-0585,17.899933036889692
Q0,CACM-2379,17.72019470844905
Q0,CACM-1033,17.711375613993326
Q0,CACM-1844,17.6026853873615
Q0,CACM-1938,17.531917051861164
Q0,CACM-2629,17.289278043526252
Q0,CACM-1315,17.26729559148317
Q0,CACM-1750,17.24357483736971
Q0,CACM-0971,17.241367269030924
Q0,CACM-1544,17.193243151088854
Q0,CACM-2947,17.19105488023554
Q0,CACM-2357,17.058899182422085
Q0,CACM-1264,16.742451592137517
Q0,CACM-2740,16.69920365388343
Q0,CACM-3127,16.683590397580666
Q0,CACM-2054,16.550385282994856
Q0,CACM-1236,16.224028565876186
Q0,CACM-1685,16.11209734406053
Q0,CACM-0414,15.79544266305427
Q0,CACM-2951,15.583043809342879
Q0,CACM-1195,15.570635433959763
Q0,CACM-2624,15.382927072782966
Q0,CACM-0252,15.377281516995321
Q0,CACM-1647,15.156273419092521
Q0,CACM-1657,15.120649366074687
Q0,CACM-2948,15.036236051802096
Q0,CACM-1697,14.936055464165632
Q0,CACM-2535,14.840951264123277
Q0,CACM-1179,14.708985923602402
Q0,CACM-2424,14.701012239386035
Q0,CACM-2219,14.673711319437388
Q0,CACM-2920,14.669278792548837
Q0,CACM-2372,14.498998362903354
Q0,CACM-1534,14.394611852803036
Q0,CACM-2681,14.392472587977256
Q0,CACM-2358,14.348579055532227
Q0,CACM-3137,14.341603734714319
Q0,CACM-2542,14.307152197713664
Q0,CACM-0637,14.265508481168487
Q0,CACM-1827,14.234103001199625
Q0,CACM-1885,14.220037650448624
Q0,CACM-1472,14.178139680079042
Q0,CACM-1304,14.128264902782302
Q0,CACM-1698,14.03753639918956
Q0,CACM-1163,13.991263431840853
Q0,CACM-1747,13.953201828624355
Q0,CACM-2878,13.766749007967215
