QueryID,DocID,Score
Q0,CACM-1727,414.40336682126247
Q0,CACM-1012,378.1983892827211
Q0,CACM-3057,250.38128122179722
Q0,CACM-1350,172.6336062690283
Q0,CACM-2219,170.7399860456247
Q0,CACM-2963,166.41408926180324
Q0,CACM-2722,165.8644551828936
Q0,CACM-1676,160.91186277942893
Q0,CACM-0278,157.77089785097368
Q0,CACM-1931,155.3360457058925
Q0,CACM-2373,154.25417129854887
Q0,CACM-1665,153.91941791070775
Q0,CACM-3028,153.15207573964403
Q0,CACM-2031,149.85653443724948
Q0,CACM-2701,139.26248296700297
Q0,CACM-1295,137.05007815032997
Q0,CACM-0849,133.61275776546583
Q0,CACM-2905,132.82157419256137
Q0,CACM-1364,131.39201261183322
Q0,CACM-2953,129.9924128061669
Q0,CACM-2916,124.62889322260827
Q0,CACM-2993,123.02057071624624
Q0,CACM-2342,122.81499404748233
Q0,CACM-2096,121.76378378378253
Q0,CACM-3021,121.49068745136016
Q0,CACM-1622,121.28645296969701
Q0,CACM-2907,119.97359117095388
Q0,CACM-3163,118.65117345961954
Q0,CACM-2973,118.25409949099087
Q0,CACM-3157,117.49752496293588
Q0,CACM-0533,115.7013390432883
Q0,CACM-2177,114.61319459574457
Q0,CACM-2189,113.1729905283745
Q0,CACM-1638,112.7653398493689
Q0,CACM-2986,110.62003140301819
Q0,CACM-2927,109.40693745503165
Q0,CACM-1423,109.03676416156648
Q0,CACM-0497,107.91669365600801
Q0,CACM-1844,103.12196654965763
Q0,CACM-2997,101.37092720831315
Q0,CACM-2743,101.20277329877682
Q0,CACM-3065,100.52152856431886
Q0,CACM-1398,100.37702266734262
Q0,CACM-1379,99.80785219690003
Q0,CACM-2203,99.20939688106556
Q0,CACM-2231,97.73573367232447
Q0,CACM-2889,97.63310397288745
Q0,CACM-2062,97.43884585986773
Q0,CACM-2631,96.54676055677321
Q0,CACM-2845,96.37365428597612
Q0,CACM-2714,95.44832841210705
Q0,CACM-0046,95.373153061512
Q0,CACM-2801,95.1104257886058
Q0,CACM-2622,94.92636764527397
Q0,CACM-1764,93.57590466296438
Q0,CACM-2729,93.21878021588519
Q0,CACM-1534,92.37979518675266
Q0,CACM-1062,89.84523477992087
Q0,CACM-0018,89.72629423922461
Q0,CACM-2515,89.61233247825274
Q0,CACM-1766,88.71860989149266
Q0,CACM-1519,88.68339884495894
Q0,CACM-1889,88.34977741494346
Q0,CACM-1888,87.50654912794957
Q0,CACM-1517,86.68709120385431
Q0,CACM-1403,86.21471499405303
Q0,CACM-0335,86.14981749565489
Q0,CACM-0616,85.72187701097438
Q0,CACM-2610,84.97268138471605
Q0,CACM-1265,84.72248774955479
Q0,CACM-2344,84.72248774955479
Q0,CACM-2702,83.57272047049422
Q0,CACM-1911,81.23341202073969
Q0,CACM-0409,81.08625686083275
Q0,CACM-2017,79.73049836598624
Q0,CACM-0481,79.40993285701052
Q0,CACM-1161,79.32893505071335
Q0,CACM-2568,79.3267104096729
Q0,CACM-2406,79.01642482405364
Q0,CACM-1278,78.95932044530616
Q0,CACM-3075,78.79246582013313
Q0,CACM-2820,78.55936068121251
Q0,CACM-0292,78.29033271635514
Q0,CACM-2922,77.65993251863723
Q0,CACM-2554,77.52982942371167
Q0,CACM-2593,77.10222946560829
Q0,CACM-2496,77.02360935514467
Q0,CACM-1169,76.86911835723248
Q0,CACM-3176,76.30916001445584
Q0,CACM-1525,76.02169133269646
Q0,CACM-1697,75.88237998016345
Q0,CACM-2657,75.5431941495425
Q0,CACM-2925,75.42655889417665
Q0,CACM-1351,74.65416355861943
Q0,CACM-2106,74.6275976484337
Q0,CACM-0038,74.61034841351427
Q0,CACM-2135,74.41310880428064
Q0,CACM-2695,74.3682347383791
Q0,CACM-2784,74.35608705635396
Q0,CACM-2692,74.24175159147015
Q1,CACM-1012,293.32242555258415
Q1,CACM-1727,280.8096598989964
Q1,CACM-2722,217.2853127528106
Q1,CACM-2963,192.05975283173152
Q1,CACM-3057,190.7371784211269
Q1,CACM-1931,158.74086629829216
Q1,CACM-2219,146.13352529370533
Q1,CACM-2927,145.63338218744855
Q1,CACM-2701,139.1025234490155
Q1,CACM-3163,139.0190861620589
Q1,CACM-3028,132.83123779891025
Q1,CACM-2986,124.20802415175847
Q1,CACM-3065,123.7071037644766
Q1,CACM-2973,123.29690843435576
Q1,CACM-2189,122.22200000238645
Q1,CACM-2905,120.70949167458652
Q1,CACM-1676,117.16705957053621
Q1,CACM-1638,113.9930239577778
Q1,CACM-2031,113.8219948974232
Q1,CACM-3021,110.64552504847146
Q1,CACM-1364,109.00548359546187
Q1,CACM-2997,105.32103769472874
Q1,CACM-0497,102.67360923558026
Q1,CACM-1766,98.4857152699893
Q1,CACM-2916,97.94134614470316
Q1,CACM-3075,97.26949994660788
Q1,CACM-1295,96.2687183066499
Q1,CACM-1844,95.78316918057764
Q1,CACM-1278,92.63014160227743
Q1,CACM-2889,91.27070020268495
Q1,CACM-2373,90.01524878395519
Q1,CACM-0046,89.12774643659655
Q1,CACM-2845,88.52200858691998
Q1,CACM-2993,87.74657019120987
Q1,CACM-1764,86.7520041370388
Q1,CACM-0335,85.69620865778086
Q1,CACM-2490,85.28353494337676
Q1,CACM-2743,85.21769990046144
Q1,CACM-0616,84.64093725081744
Q1,CACM-1636,84.38183250500029
Q1,CACM-3151,83.19572261729627
Q1,CACM-2610,82.31852694017513
Q1,CACM-1062,80.98228745257998
Q1,CACM-3141,80.80589058383813
Q1,CACM-1350,80.52321750658949
Q1,CACM-1280,80.42674954095993
Q1,CACM-0533,78.47515573985297
Q1,CACM-1665,78.0368020799428
Q1,CACM-3156,76.49680314286763
Q1,CACM-3176,76.09324175955726
Q1,CACM-2177,76.03063046555184
Q1,CACM-2568,76.01771612405102
Q1,CACM-2554,75.99170365983154
Q1,CACM-2702,74.90121343738014
Q1,CACM-0278,74.71002617784247
Q1,CACM-2096,74.64619053276141
Q1,CACM-2406,73.48631300202803
Q1,CACM-1423,71.67619804977126
Q1,CACM-2714,71.20977209781061
Q1,CACM-2784,70.61530348023
Q1,CACM-2593,70.0141937749489
Q1,CACM-2300,70.00390848335061
Q1,CACM-0409,69.81234933782113
Q1,CACM-2400,69.80101611603044
Q1,CACM-2907,69.68600535025091
Q1,CACM-2801,69.0090706481204
Q1,CACM-0849,67.93261573559171
Q1,CACM-3085,67.68761001103817
Q1,CACM-1388,67.63073933431612
Q1,CACM-0884,67.39738957209491
Q1,CACM-2729,67.1174250753998
Q1,CACM-0022,66.91162268536424
Q1,CACM-3086,66.03140278840249
Q1,CACM-1397,65.37331915298338
Q1,CACM-2062,64.99949419434915
Q1,CACM-1996,64.70921885019105
Q1,CACM-2750,64.6043969772839
Q1,CACM-1519,64.29518213064733
Q1,CACM-2936,64.03015542082557
Q1,CACM-2609,63.38265351731221
Q1,CACM-2695,62.918881262646984
Q1,CACM-1434,62.27137935913362
Q1,CACM-2631,61.74780542998327
Q1,CACM-3039,61.7291357616825
Q1,CACM-2971,61.13474013665172
Q1,CACM-2622,61.07032410178189
Q1,CACM-3136,60.86132618969465
Q1,CACM-1415,60.78984549989505
Q1,CACM-2677,60.74809464400135
Q1,CACM-1951,60.456904539655845
Q1,CACM-1525,60.07935989418589
Q1,CACM-0018,59.761452690165875
Q1,CACM-3164,59.62756692316523
Q1,CACM-2692,59.272229950130594
Q1,CACM-1792,59.03212730750799
Q1,CACM-2657,58.942880861160624
Q1,CACM-1421,58.920172619061994
Q1,CACM-1534,58.85010704367269
Q1,CACM-2144,58.77702648579216
Q1,CACM-2962,58.76357680342133
Q2,CACM-1012,312.74257858155744
Q2,CACM-1727,250.62446555082263
Q2,CACM-2722,244.66792048060913
Q2,CACM-2963,214.17609474621992
Q2,CACM-3057,184.01579068265352
Q2,CACM-2927,159.60256679180222
Q2,CACM-3163,154.24614263661948
Q2,CACM-2973,147.42789520562678
Q2,CACM-1364,147.38728746312322
Q2,CACM-2031,142.41430260292654
Q2,CACM-0335,136.94617238988516
Q2,CACM-2189,134.87040854155765
Q2,CACM-2701,130.97683075323556
Q2,CACM-2986,130.28293781581075
Q2,CACM-3065,129.76057709250694
Q2,CACM-2096,127.92742366688822
Q2,CACM-2997,126.88796287081739
Q2,CACM-3021,126.30729748209328
